area_name,lea_name,county,population_2022,age_0_14,age_15_34,age_35_64,age_65_plus,age_0_14_pct,age_15_34_pct,age_35_64_pct,age_65_plus_pct,birthplace_total,born_ireland,born_uk,born_poland,born_india,born_other_eu,born_rest_world,birthplace_not_stated,born_outside_ireland,born_ireland_pct,born_outside_ireland_pct,born_uk_pct,born_poland_pct,born_india_pct,born_other_eu_pct,born_rest_world_pct,birthplace_not_stated_pct,citizenship_total,citizen_ireland,citizen_uk,citizen_poland,citizen_india,citizen_other_eu,citizen_rest_world,citizenship_not_stated,non_irish_citizenship,citizen_ireland_pct,non_irish_citizenship_pct,citizen_uk_pct,citizen_poland_pct,citizen_india_pct,citizen_other_eu_pct,citizen_rest_world_pct,citizenship_not_stated_pct,ethnicity_white_irish,ethnicity_white_irish_traveller,ethnicity_other_white,ethnicity_black_or_black_irish,ethnicity_asian_or_asian_irish,ethnicity_other,ethnicity_not_stated,ethnicity_total,ethnicity_white_irish_pct,ethnicity_white_irish_traveller_pct,ethnicity_other_white_pct,ethnicity_black_or_black_irish_pct,ethnicity_asian_or_asian_irish_pct,ethnicity_other_pct,ethnicity_not_stated_pct,religion_catholic,religion_other,religion_none,religion_not_stated,religion_total,religion_catholic_pct,religion_other_pct,religion_none_pct,religion_not_stated_pct,language_spanish,language_french,language_polish,language_other_incl_not_stated,foreign_language_speakers,language_total,language_spanish_pct,language_french_pct,language_polish_pct,language_other_incl_not_stated_pct,foreign_language_speakers_pct,families_household_size_2_persons,families_household_size_3_persons,families_household_size_4_persons,families_household_size_5_persons,families_household_size_6_plus_persons,families_household_size_total,families_household_size_2_persons_pct,families_household_size_3_persons_pct,families_household_size_4_persons_pct,families_household_size_5_persons_pct,families_household_size_6_plus_persons_pct,persons_household_size_2_persons,persons_household_size_3_persons,persons_household_size_4_persons,persons_household_size_5_persons,persons_household_size_6_plus_persons,persons_household_size_total,persons_household_size_2_persons_pct,persons_household_size_3_persons_pct,persons_household_size_4_persons_pct,persons_household_size_5_persons_pct,persons_household_size_6_plus_persons_pct,children_household_size_2_persons,children_household_size_3_persons,children_household_size_4_persons,children_household_size_5_persons,children_household_size_6_plus_persons,children_household_size_total,children_household_size_2_persons_pct,children_household_size_3_persons_pct,children_household_size_4_persons_pct,children_household_size_5_persons_pct,children_household_size_6_plus_persons_pct,families_total,families_2_person_households,families_3_person_households,families_4_person_households,families_5_person_households,families_6_plus_person_households,families_2_person_households_pct,families_3_person_households_pct,families_4_person_households_pct,families_5_person_households_pct,families_6_plus_person_households_pct,status_at_work,status_looking_first_job,status_short_term_unemployed,status_long_term_unemployed,status_student,status_home_family,status_retired,status_unable_to_work,status_other,status_total_15_plus,status_unemployed,status_at_work_pct,status_student_pct,status_retired_pct,status_home_family_pct,status_unable_to_work_pct,status_looking_first_job_pct,status_short_term_unemployed_pct,status_long_term_unemployed_pct,status_unemployed_pct,status_other_pct
"Dungarvan, Waterford",Dungarvan,Waterford,22335,4601,4779,9063,3892,20.6,21.4,40.6,17.4,22086,18656,1486,520,150,542,732,0,3430,84.5,15.5,6.7,2.4,0.7,2.5,3.3,0.0,22086,19583,521,476,134,479,412,481,2022,88.7,9.2,2.4,2.2,0.6,2.2,1.9,2.2,18610,115,1948,73,315,274,751,22086,84.3,0.5,8.8,0.3,1.4,1.2,3.4,17368,1257,2859,851,22335,77.8,5.6,12.8,3.8,91,179,656,1202,2128,2128,0.4,0.8,2.9,5.4,9.5,2425,1276,1221,633,245,5800,41.8,22.0,21.1,10.9,4.2,4850,3828,4884,3165,1535,18262,26.6,21.0,26.7,17.3,8.4,589,1588,2551,1927,1048,7703,7.6,20.6,33.1,25.0,13.6,5800,2425,1276,1221,633,245,41.8,22.0,21.1,10.9,4.2,9533,115,269,411,1771,1180,3343,1013,99,17734,795,53.8,10.0,18.9,6.7,5.7,0.6,1.5,2.3,4.5,0.6
"Dún Laoghaire, Dún Laoghaire-Rathdown",Dún Laoghaire,Dún Laoghaire-Rathdown,46603,8222,10866,18497,9018,17.6,23.3,39.7,19.4,45712,33898,3035,605,1140,2267,4767,0,11814,74.2,25.8,6.6,1.3,2.5,5.0,10.4,0.0,45712,37672,963,523,1033,2129,2759,633,7407,82.4,16.2,2.1,1.1,2.3,4.7,6.0,1.4,34703,88,5725,321,2663,1230,982,45712,75.9,0.2,12.5,0.7,5.8,2.7,2.1,26330,6189,12779,1305,46603,56.5,13.3,27.4,2.8,948,1041,708,5862,8559,8559,2.0,2.2,1.5,12.6,18.4,5523,2625,2526,1140,288,12102,45.6,21.7,20.9,9.4,2.4,11046,7875,10104,5700,1795,36520,30.2,21.6,27.7,15.6,4.9,1129,3146,5193,3453,1233,14154,8.0,22.2,36.7,24.4,8.7,12102,5523,2625,2526,1140,288,45.6,21.7,20.9,9.4,2.4,21018,267,547,723,4050,2460,7895,1195,226,38381,1537,54.8,10.6,20.6,6.4,3.1,0.7,1.4,1.9,4.0,0.6
"Edenderry, Offaly",Edenderry,Offaly,25188,5378,6027,10447,3336,21.4,23.9,41.5,13.2,25065,21232,977,586,77,1146,1047,0,3833,84.7,15.3,3.9,2.3,0.3,4.6,4.2,0.0,25065,21868,296,493,28,1183,543,654,2543,87.2,10.1,1.2,2.0,0.1,4.7,2.2,2.6,20257,54,2437,194,290,394,1439,25065,80.8,0.2,9.7,0.8,1.2,1.6,5.7,19228,2325,2089,1546,25188,76.3,9.2,8.3,6.1,52,158,715,2294,3219,3219,0.2,0.6,2.8,9.1,12.8,2267,1467,1571,782,318,6405,35.4,22.9,24.5,12.2,5.0,4534,4401,6284,3910,2008,21137,21.5,20.8,29.7,18.5,9.5,545,1783,3266,2372,1375,9341,5.8,19.1,35.0,25.4,14.7,6405,2267,1467,1571,782,318,35.4,22.9,24.5,12.2,5.0,10848,152,380,553,2183,1648,2698,1215,133,19810,1085,54.8,11.0,13.6,8.3,6.1,0.8,1.9,2.8,5.5,0.7
"Ennis, Clare",Ennis,Clare,33952,6853,7633,14359,5107,20.2,22.5,42.3,15.0,33540,26683,1729,1093,209,1251,2575,0,6857,79.6,20.4,5.2,3.3,0.6,3.7,7.7,0.0,33540,28358,494,1042,155,1124,1345,1022,4160,84.5,12.4,1.5,3.1,0.5,3.4,4.0,3.0,24917,626,3374,809,814,902,2098,33540,74.3,1.9,10.1,2.4,2.4,2.7,6.3,24240,3087,4233,2392,33952,71.4,9.1,12.5,7.0,187,415,1331,3512,5445,5445,0.6,1.2,3.9,10.3,16.0,3508,1896,1871,934,332,8541,41.1,22.2,21.9,10.9,3.9,7016,5688,7484,4670,2144,27002,26.0,21.1,27.7,17.3,7.9,818,2322,3883,2853,1495,11371,7.2,20.4,34.1,25.1,13.1,8541,3508,1896,1871,934,332,41.1,22.2,21.9,10.9,3.9,15131,241,466,753,2887,1663,4485,1246,227,27099,1460,55.8,10.7,16.6,6.1,4.6,0.9,1.7,2.8,5.4,0.8
"Enniscorthy, Wexford",Enniscorthy,Wexford,29314,5787,6890,11807,4830,19.7,23.5,40.3,16.5,29052,24806,1443,731,167,946,959,0,4246,85.4,14.6,5.0,2.5,0.6,3.3,3.3,0.0,29052,25285,479,662,148,888,574,1016,2751,87.0,9.5,1.6,2.3,0.5,3.1,2.0,3.5,23492,449,2386,148,456,554,1567,29052,80.9,1.5,8.2,0.5,1.6,1.9,5.4,21920,2517,3034,1843,29314,74.8,8.6,10.4,6.3,69,195,878,2006,3148,3148,0.2,0.7,3.0,6.8,10.7,3094,1773,1570,810,301,7548,41.0,23.5,20.8,10.7,4.0,6188,5319,6280,4050,1905,23742,26.1,22.4,26.5,17.1,8.0,800,2178,3299,2475,1322,10074,7.9,21.6,32.7,24.6,13.1,7548,3094,1773,1570,810,301,41.0,23.5,20.8,10.7,4.0,12099,259,486,887,2126,2039,3947,1484,200,23527,1632,51.4,9.0,16.8,8.7,6.3,1.1,2.1,3.8,6.9,0.9
"Ennistimon, Clare",Ennistimon,Clare,18052,3361,3686,7477,3528,18.6,20.4,41.4,19.5,17620,14493,1233,219,24,410,1241,0,3127,82.3,17.7,7.0,1.2,0.1,2.3,7.0,0.0,17620,15045,391,195,15,364,861,749,1826,85.4,10.4,2.2,1.1,0.1,2.1,4.9,4.3,14207,142,1369,87,127,232,1456,17620,80.6,0.8,7.8,0.5,0.7,1.3,8.3,12826,900,2749,1577,18052,71.1,5.0,15.2,8.7,116,210,271,819,1416,1416,0.6,1.2,1.5,4.5,7.8,1928,934,840,459,176,4337,44.5,21.5,19.4,10.6,4.1,3856,2802,3360,2295,1118,13431,28.7,20.9,25.0,17.1,8.3,417,1122,1731,1390,769,5429,7.7,20.7,31.9,25.6,14.2,4337,1928,934,840,459,176,44.5,21.5,19.4,10.6,4.1,7961,92,253,334,1438,1019,2949,540,105,14691,679,54.2,9.8,20.1,6.9,3.7,0.6,1.7,2.3,4.6,0.7
"Fermoy, Cork County",Fermoy,Cork County,38935,8356,8302,16113,6164,21.5,21.3,41.4,15.8,38667,32997,1744,1190,145,1190,1401,0,5670,85.3,14.7,4.5,3.1,0.4,3.1,3.6,0.0,38667,34186,641,1071,116,1141,716,796,3685,88.4,9.5,1.7,2.8,0.3,3.0,1.9,2.1,32209,254,3625,293,439,451,1396,38667,83.3,0.7,9.4,0.8,1.1,1.2,3.6,30665,2202,4498,1570,38935,78.8,5.7,11.6,4.0,129,299,1386,2587,4401,4401,0.3,0.8,3.6,6.6,11.3,3826,2221,2463,1254,415,10179,37.6,21.8,24.2,12.3,4.1,7652,6663,9852,6270,2576,33013,23.2,20.2,29.8,19.0,7.8,840,2648,5102,3794,1765,14149,5.9,18.7,36.1,26.8,12.5,10179,3826,2221,2463,1254,415,37.6,21.8,24.2,12.3,4.1,17084,190,454,644,3170,2474,4867,1496,200,30579,1288,55.9,10.4,15.9,8.1,4.9,0.6,1.5,2.1,4.2,0.7
"Firhouse-Bohernabreena, South Dublin",Firhouse-Bohernabreena,South Dublin,37643,8275,9373,15631,4364,22.0,24.9,41.5,11.6,37368,31464,1364,300,459,1037,2744,0,5904,84.2,15.8,3.7,0.8,1.2,2.8,7.3,0.0,37368,33403,383,252,318,1006,1340,666,3299,89.4,8.8,1.0,0.7,0.9,2.7,3.6,1.8,30288,189,2501,520,1581,1031,1258,37368,81.1,0.5,6.7,1.4,4.2,2.8,3.4,24941,4137,7104,1461,37643,66.3,11.0,18.9,3.9,500,352,377,4131,5360,5360,1.3,0.9,1.0,11.0,14.2,3270,2285,2691,1245,361,9852,33.2,23.2,27.3,12.6,3.7,6540,6855,10764,6225,2278,32662,20.0,21.0,33.0,19.1,7.0,817,2755,5547,3779,1568,14466,5.6,19.0,38.3,26.1,10.8,9852,3270,2285,2691,1245,361,33.2,23.2,27.3,12.6,3.7,17935,166,450,623,3504,1750,3860,947,133,29368,1239,61.1,11.9,13.1,6.0,3.2,0.6,1.5,2.1,4.2,0.5
"Galway City Central, Galway City",Galway City Central,Galway City,29705,3123,12760,9666,4156,10.5,43.0,32.5,14.0,28413,20453,1777,563,611,1921,3088,0,7960,72.0,28.0,6.3,2.0,2.2,6.8,10.9,0.0,28413,20627,439,462,574,1882,2104,2325,5461,72.6,19.2,1.5,1.6,2.0,6.6,7.4,8.2,17898,494,3121,373,1433,791,4303,28413,63.0,1.7,11.0,1.3,5.0,2.8,15.1,14820,3079,7170,4636,29705,49.9,10.4,24.1,15.6,494,423,566,3431,4914,4914,1.7,1.4,1.9,11.6,16.5,2686,1011,746,301,118,4862,55.2,20.8,15.3,6.2,2.4,5372,3033,2984,1505,751,13645,39.4,22.2,21.9,11.0,5.5,559,1239,1562,918,519,4797,11.7,25.8,32.6,19.1,10.8,4862,2686,1011,746,301,118,55.2,20.8,15.3,6.2,2.4,13609,273,570,670,5419,1063,3750,1042,186,26582,1513,51.2,20.4,14.1,4.0,3.9,1.0,2.1,2.5,5.7,0.7
"Galway City East, Galway City",Galway City East,Galway City,28091,4938,9221,10895,3037,17.6,32.8,38.8,10.8,27694,19365,1431,1754,535,1891,2718,0,8329,69.9,30.1,5.2,6.3,1.9,6.8,9.8,0.0,27694,20748,359,1591,452,1822,1415,1307,5639,74.9,20.4,1.3,5.7,1.6,6.6,5.1,4.7,16244,938,4644,1321,1286,730,2531,27694,58.7,3.4,16.8,4.8,4.6,2.6,9.1,16576,3617,4871,3027,28091,59.0,12.9,17.3,10.8,315,270,1996,4227,6808,6808,1.1,1.0,7.1,15.0,24.2,2800,1383,1189,500,240,6112,45.8,22.6,19.5,8.2,3.9,5600,4149,4756,2500,1569,18574,30.1,22.3,25.6,13.5,8.4,724,1742,2507,1535,1110,7618,9.5,22.9,32.9,20.1,14.6,6112,2800,1383,1189,500,240,45.8,22.6,19.5,8.2,3.9,13681,238,484,729,2946,1157,2540,1204,174,23153,1451,59.1,12.7,11.0,5.0,5.2,1.0,2.1,3.1,6.3,0.8
"Galway City West, Galway City",Galway City West,Galway City,26618,4971,7238,10878,3531,18.7,27.2,40.9,13.3,26072,19481,1601,617,452,1397,2524,0,6591,74.7,25.3,6.1,2.4,1.7,5.4,9.7,0.0,26072,21021,356,556,368,1277,1327,1167,3884,80.6,14.9,1.4,2.1,1.4,4.9,5.1,4.5,18339,316,3017,637,1228,718,1817,26072,70.3,1.2,11.6,2.4,4.7,2.8,7.0,16071,2943,5570,2034,26618,60.4,11.1,20.9,7.6,371,411,773,3374,4929,4929,1.4,1.5,2.9,12.7,18.5,2624,1387,1372,670,218,6271,41.8,22.1,21.9,10.7,3.5,5248,4161,5488,3350,1390,19637,26.7,21.2,27.9,17.1,7.1,578,1711,2859,2048,965,8161,7.1,21.0,35.0,25.1,11.8,6271,2624,1387,1372,670,218,41.8,22.1,21.9,10.7,3.5,12328,201,393,485,3068,1107,3196,732,137,21647,1079,57.0,14.2,14.8,5.1,3.4,0.9,1.8,2.2,5.0,0.6
"Glencullen-Sandyford, Dún Laoghaire-Rathdown",Glencullen-Sandyford,Dún Laoghaire-Rathdown,48568,9859,13395,19565,5749,20.3,27.6,40.3,11.8,47890,34212,2016,823,2061,2759,6019,0,13678,71.4,28.6,4.2,1.7,4.3,5.8,12.6,0.0,47890,37026,622,693,1917,2830,3857,945,9919,77.3,20.7,1.3,1.4,4.0,5.9,8.1,2.0,32568,117,6341,618,4214,2277,1755,47890,68.0,0.2,13.2,1.3,8.8,4.8,3.7,26502,8926,11061,2079,48568,54.6,18.4,22.8,4.3,1047,682,1005,9528,12262,12262,2.2,1.4,2.1,19.6,25.2,5075,2850,2940,1284,309,12458,40.7,22.9,23.6,10.3,2.5,10150,8550,11760,6420,1930,38810,26.2,22.0,30.3,16.5,5.0,1028,3360,6032,3894,1320,15634,6.6,21.5,38.6,24.9,8.4,12458,5075,2850,2940,1284,309,40.7,22.9,23.6,10.3,2.5,24330,298,553,714,4492,2237,4991,943,151,38709,1565,62.9,11.6,12.9,5.8,2.4,0.8,1.4,1.8,4.0,0.4
"Glenties, Donegal",Glenties,Donegal,25152,4381,4738,10236,5797,17.4,18.8,40.7,23.0,24679,19500,4152,117,75,320,515,0,5179,79.0,21.0,16.8,0.5,0.3,1.3,2.1,0.0,24679,22368,880,101,72,282,249,727,1584,90.6,6.4,3.6,0.4,0.3,1.1,1.0,2.9,21626,23,1439,29,157,151,1254,24679,87.6,0.1,5.8,0.1,0.6,0.6,5.1,20432,1442,1995,1283,25152,81.2,5.7,7.9,5.1,76,161,128,685,1050,1050,0.3,0.6,0.5,2.7,4.2,2904,1312,1244,700,263,6423,45.2,20.4,19.4,10.9,4.1,5808,3936,4976,3500,1658,19878,29.2,19.8,25.0,17.6,8.3,721,1593,2593,2133,1141,8181,8.8,19.5,31.7,26.1,13.9,6423,2904,1312,1244,700,263,45.2,20.4,19.4,10.9,4.1,9590,151,400,755,1871,1440,5194,1245,125,20771,1306,46.2,9.0,25.0,6.9,6.0,0.7,1.9,3.6,6.3,0.6
"Gorey, Wexford",Gorey,Wexford,31140,6716,7134,12785,4505,21.6,22.9,41.1,14.5,30901,25961,1682,859,71,1143,1185,0,4940,84.0,16.0,5.4,2.8,0.2,3.7,3.8,0.0,30901,27214,589,795,53,1059,544,647,3040,88.1,9.8,1.9,2.6,0.2,3.4,1.8,2.1,25367,181,3169,100,439,469,1176,30901,82.1,0.6,10.3,0.3,1.4,1.5,3.8,21966,3104,4781,1289,31140,70.5,10.0,15.4,4.1,210,254,1114,2199,3777,3777,0.7,0.8,3.6,7.1,12.1,3156,1761,1804,940,388,8049,39.2,21.9,22.4,11.7,4.8,6312,5283,7216,4700,2430,25941,24.3,20.4,27.8,18.1,9.4,807,2205,3768,2868,1671,11319,7.1,19.5,33.3,25.3,14.8,8049,3156,1761,1804,940,388,39.2,21.9,22.4,11.7,4.8,13228,220,477,724,2502,2058,3811,1248,156,24424,1421,54.2,10.2,15.6,8.4,5.1,0.9,2.0,3.0,5.8,0.6
"Gort-Kinvara, Galway County",Gort-Kinvara,Galway County,25923,5930,5149,11228,3616,22.9,19.9,43.3,13.9,25724,21272,1908,302,124,632,1486,0,4452,82.7,17.3,7.4,1.2,0.5,2.5,5.8,0.0,25724,22783,590,264,90,578,789,630,2311,88.6,9.0,2.3,1.0,0.3,2.2,3.1,2.4,21420,78,2037,156,290,522,1221,25724,83.3,0.3,7.9,0.6,1.1,2.0,4.7,19625,1366,3609,1323,25923,75.7,5.3,13.9,5.1,244,284,381,1766,2675,2675,0.9,1.1,1.5,6.8,10.3,2289,1440,1727,946,299,6701,34.2,21.5,25.8,14.1,4.5,4578,4320,6908,4730,1856,22392,20.4,19.3,30.9,21.1,8.3,434,1668,3542,2855,1264,9763,4.4,17.1,36.3,29.2,12.9,6701,2289,1440,1727,946,299,34.2,21.5,25.8,14.1,4.5,12177,102,242,333,2311,1179,2825,711,113,19993,677,60.9,11.6,14.1,5.9,3.6,0.5,1.2,1.7,3.4,0.6
"Graiguecullen -Portarlington, Laois",Graiguecullen -Portarlington,Laois,30822,6963,7003,13056,3800,22.6,22.7,42.4,12.3,30636,26522,1368,698,101,772,1175,0,4114,86.6,13.4,4.5,2.3,0.3,2.5,3.8,0.0,30636,27477,415,624,76,705,511,828,2331,89.7,7.6,1.4,2.0,0.2,2.3,1.7,2.7,25478,234,2227,460,412,391,1434,30636,83.2,0.8,7.3,1.5,1.3,1.3,4.7,23720,2470,3044,1588,30822,77.0,8.0,9.9,5.2,104,257,859,1977,3197,3197,0.3,0.8,2.8,6.4,10.4,2688,1840,1909,1047,411,7895,34.0,23.3,24.2,13.3,5.2,5376,5520,7636,5235,2595,26362,20.4,20.9,29.0,19.9,9.8,654,2238,3966,3178,1779,11815,5.5,18.9,33.6,26.9,15.1,7895,2688,1840,1909,1047,411,34.0,23.3,24.2,13.3,5.2,13590,204,373,559,2721,1854,3094,1248,216,23859,1136,57.0,11.4,13.0,7.8,5.2,0.9,1.6,2.3,4.8,0.9
"Granard, Longford",Granard,Longford,11500,2389,2487,4607,2017,20.8,21.6,40.1,17.5,11451,9858,686,242,6,288,371,0,1593,86.1,13.9,6.0,2.1,0.1,2.5,3.2,0.0,11451,10197,220,217,7,246,173,391,863,89.0,7.5,1.9,1.9,0.1,2.1,1.5,3.4,9663,49,836,53,60,127,663,11451,84.4,0.4,7.3,0.5,0.5,1.1,5.8,9371,663,783,683,11500,81.5,5.8,6.8,5.9,38,72,270,598,978,978,0.3,0.6,2.3,5.2,8.5,1139,598,614,385,183,2919,39.0,20.5,21.0,13.2,6.3,2278,1794,2456,1925,1152,9605,23.7,18.7,25.6,20.0,12.0,263,738,1275,1173,794,4243,6.2,17.4,30.0,27.6,18.7,2919,1139,598,614,385,183,39.0,20.5,21.0,13.2,6.3,4954,60,147,239,909,698,1561,463,80,9111,446,54.4,10.0,17.1,7.7,5.1,0.7,1.6,2.6,4.9,0.9
"Greystones, Wicklow",Greystones,Wicklow,30479,7010,6303,12926,4240,23.0,20.7,42.4,13.9,30085,24438,2080,381,259,1099,1828,0,5647,81.2,18.8,6.9,1.3,0.9,3.7,6.1,0.0,30085,26433,719,355,127,1018,842,591,3061,87.9,10.2,2.4,1.2,0.4,3.4,2.8,2.0,24394,91,2978,92,779,539,1212,30085,81.1,0.3,9.9,0.3,2.6,1.8,4.0,17263,4260,7544,1412,30479,56.6,14.0,24.8,4.6,423,384,484,2462,3753,3753,1.4,1.3,1.6,8.1,12.3,2952,1772,2140,993,242,8099,36.4,21.9,26.4,12.3,3.0,5904,5316,8560,4965,1494,26239,22.5,20.3,32.6,18.9,5.7,659,2107,4396,3003,1014,11179,5.9,18.8,39.3,26.9,9.1,8099,2952,1772,2140,993,242,36.4,21.9,26.4,12.3,3.0,13750,118,346,392,2714,1635,3727,666,121,23469,856,58.6,11.6,15.9,7.0,2.8,0.5,1.5,1.7,3.6,0.5
"Howth-Malahide, Fingal",Howth-Malahide,Fingal,69960,14735,15236,28162,11827,21.1,21.8,40.3,16.9,68810,54022,3861,955,621,3495,5856,0,14788,78.5,21.5,5.6,1.4,0.9,5.1,8.5,0.0,68810,57728,1175,849,482,3420,3519,1637,9445,83.9,13.7,1.7,1.2,0.7,5.0,5.1,2.4,53110,220,7846,849,1962,1337,3486,68810,77.2,0.3,11.4,1.2,2.9,1.9,5.1,44520,7313,14128,3999,69960,63.6,10.5,20.2,5.7,1106,920,1160,7435,10621,10621,1.6,1.3,1.7,10.6,15.2,7703,3943,4194,2019,511,18370,41.9,21.5,22.8,11.0,2.8,15406,11829,16776,10095,3176,57282,26.9,20.7,29.3,17.6,5.5,1487,4678,8642,6109,2171,23087,6.4,20.3,37.4,26.5,9.4,18370,7703,3943,4194,2019,511,41.9,21.5,22.8,11.0,2.8,31650,390,891,922,5654,3684,10301,1430,303,55225,2203,57.3,10.2,18.7,6.7,2.6,0.7,1.6,1.7,4.0,0.5
"Kanturk, Cork County",Kanturk,Cork County,26577,5330,5484,10742,5021,20.1,20.6,40.4,18.9,26414,22755,1298,579,59,770,953,0,3659,86.1,13.9,4.9,2.2,0.2,2.9,3.6,0.0,26414,23390,423,519,47,743,510,782,2242,88.6,8.5,1.6,2.0,0.2,2.8,1.9,3.0,21982,226,2187,199,230,272,1318,26414,83.2,0.9,8.3,0.8,0.9,1.0,5.0,21617,1349,2215,1396,26577,81.3,5.1,8.3,5.3,83,194,707,1702,2686,2686,0.3,0.7,2.7,6.4,10.1,2841,1472,1519,789,284,6905,41.1,21.3,22.0,11.4,4.1,5682,4416,6076,3945,1771,21890,26.0,20.2,27.8,18.0,8.1,674,1798,3145,2391,1214,9222,7.3,19.5,34.1,25.9,13.2,6905,2841,1472,1519,789,284,41.1,21.3,22.0,11.4,4.1,11567,133,303,397,1984,1600,3972,1162,129,21247,833,54.4,9.3,18.7,7.5,5.5,0.6,1.4,1.9,3.9,0.6
"Kells, Meath",Kells,Meath,34575,7262,7694,14205,5414,21.0,22.3,41.1,15.7,34318,29704,1801,447,60,1254,1052,0,4614,86.6,13.4,5.2,1.3,0.2,3.7,3.1,0.0,34318,31114,458,415,52,1183,448,648,2556,90.7,7.4,1.3,1.2,0.2,3.4,1.3,1.9,29699,94,2501,279,239,363,1143,34318,86.5,0.3,7.3,0.8,0.7,1.1,3.3,27719,2077,3482,1297,34575,80.2,6.0,10.1,3.8,151,258,553,2192,3154,3154,0.4,0.7,1.6,6.3,9.1,3461,1910,2052,1174,464,9061,38.2,21.1,22.6,13.0,5.1,6922,5730,8208,5870,2918,29648,23.3,19.3,27.7,19.8,9.8,863,2295,4247,3567,2001,12973,6.7,17.7,32.7,27.5,15.4,9061,3461,1910,2052,1174,464,38.2,21.1,22.6,13.0,5.1,15246,220,422,732,2802,2218,4333,1186,154,27313,1374,55.8,10.3,15.9,8.1,4.3,0.8,1.5,2.7,5.0,0.6
"Kenmare, Kerry",Kenmare,Kerry,27161,4766,5300,11305,5790,17.5,19.5,41.6,21.3,26433,20742,2778,471,65,1220,1157,0,5691,78.5,21.5,10.5,1.8,0.2,4.6,4.4,0.0,26433,22269,1239,406,50,1098,670,701,3463,84.2,13.1,4.7,1.5,0.2,4.2,2.5,2.7,21148,33,3475,101,235,255,1186,26433,80.0,0.1,13.1,0.4,0.9,1.0,4.5,19959,1851,4040,1311,27161,73.5,6.8,14.9,4.8,249,292,566,1796,2903,2903,0.9,1.1,2.1,6.6,10.7,3124,1443,1296,712,261,6836,45.7,21.1,19.0,10.4,3.8,6248,4329,5184,3560,1637,20958,29.8,20.7,24.7,17.0,7.8,628,1700,2678,2156,1121,8283,7.6,20.5,32.3,26.0,13.5,6836,3124,1443,1296,712,261,45.7,21.1,19.0,10.4,3.8,11659,200,486,401,1999,1567,4903,985,195,22395,1087,52.1,8.9,21.9,7.0,4.4,0.9,2.2,1.8,4.9,0.9
"Kildare, Kildare",Kildare,Kildare,29759,6700,7164,12341,3554,22.5,24.1,41.5,11.9,29607,24688,1198,725,138,948,1910,0,4919,83.4,16.6,4.0,2.4,0.5,3.2,6.5,0.0,29607,25723,374,611,97,1074,853,875,3009,86.9,10.2,1.3,2.1,0.3,3.6,2.9,3.0,23299,103,2975,518,648,382,1682,29607,78.7,0.3,10.0,1.7,2.2,1.3,5.7,21199,2991,3707,1862,29759,71.2,10.1,12.5,6.3,201,241,882,2804,4128,4128,0.7,0.8,3.0,9.4,13.9,2771,1818,1975,876,304,7744,35.8,23.5,25.5,11.3,3.9,5542,5454,7900,4380,1913,25189,22.0,21.7,31.4,17.4,7.6,733,2237,4119,2667,1322,11078,6.6,20.2,37.2,24.1,11.9,7744,2771,1818,1975,876,304,35.8,23.5,25.5,11.3,3.9,13425,230,421,614,2313,1745,2919,1222,170,23059,1265,58.2,10.0,12.7,7.6,5.3,1.0,1.8,2.7,5.5,0.7
"Kilkenny, Kilkenny",Kilkenny,Kilkenny,29653,5724,7072,12235,4622,19.3,23.8,41.3,15.6,29134,23159,1344,919,316,1745,1651,0,5975,79.5,20.5,4.6,3.2,1.1,6.0,5.7,0.0,29134,24252,411,785,272,1639,828,947,3935,83.2,13.5,1.4,2.7,0.9,5.6,2.8,3.3,21855,333,3363,402,1104,572,1505,29134,75.0,1.1,11.5,1.4,3.8,2.0,5.2,20387,3370,4075,1821,29653,68.8,11.4,13.7,6.1,294,293,1098,3347,5032,5032,1.0,1.0,3.7,11.3,17.0,3136,1684,1430,713,242,7205,43.5,23.4,19.8,9.9,3.4,6272,5052,5720,3565,1546,22155,28.3,22.8,25.8,16.1,7.0,768,2062,2970,2183,1074,9057,8.5,22.8,32.8,24.1,11.9,7205,3136,1684,1430,713,242,43.5,23.4,19.8,9.9,3.4,13132,238,422,765,2275,1410,4157,1347,183,23929,1425,54.9,9.5,17.4,5.9,5.6,1.0,1.8,3.2,6.0,0.8
"Killaloe, Clare",Killaloe,Clare,21871,4417,4607,9377,3470,20.2,21.1,42.9,15.9,21691,18665,1641,181,39,484,681,0,3026,86.0,14.0,7.6,0.8,0.2,2.2,3.1,0.0,21691,19057,687,162,29,425,324,1007,1627,87.9,7.5,3.2,0.7,0.1,2.0,1.5,4.6,17848,16,1607,37,143,177,1863,21691,82.3,0.1,7.4,0.2,0.7,0.8,8.6,15978,955,2996,1942,21871,73.1,4.4,13.7,8.9,103,228,233,808,1372,1372,0.5,1.0,1.1,3.7,6.3,2113,1148,1236,703,268,5468,38.6,21.0,22.6,12.9,4.9,4226,3444,4944,3515,1675,17804,23.7,19.3,27.8,19.7,9.4,471,1337,2550,2132,1144,7634,6.2,17.5,33.4,27.9,15.0,5468,2113,1148,1236,703,268,38.6,21.0,22.6,12.9,4.9,9967,108,276,350,2068,1047,2875,645,118,17454,734,57.1,11.8,16.5,6.0,3.7,0.6,1.6,2.0,4.2,0.7
